"site_id","date","male","females","nymphs","larva","litter_depth","canopy_cover","soil_humidity","waypoint_number","latitude","longitude","province","region","site_name","other_species","tick_total","tick_presence","tick_density"
"OG3 (Benoit)",2019-06-28,0,0,0,0,2,74,20,961,45.5089988708496,-75.8200988769531,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG3 (Roman)",2019-06-28,0,0,0,0,7,100,40,960,45.5089988708496,-75.8199996948242,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG3 (Benoit)",2019-06-28,0,0,0,0,3,71.6,20,969,45.5097999572754,-75.8223037719727,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG3 (Roman)",2019-06-28,0,0,0,0,1,15.7,25,968,45.5097999572754,-75.8224029541016,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Andreea)",2019-06-26,0,0,0,0,1,52.1,30,552,45.3674011230469,-75.7954025268555,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Jay)",2019-06-26,0,0,0,0,0,70.8,20,526,45.3676986694336,-75.7972030639648,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Andreea)",2019-06-26,0,0,0,0,0.5,29.2,20,560,45.3684997558594,-75.7948989868164,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Jay)",2019-06-26,0,0,0,0,4,76,30,534,45.3683013916016,-75.7951965332031,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Andreea)",2019-06-26,0,0,0,0,2.5,67.7,60,568,45.3685989379883,-75.7929992675781,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Jay)",2019-06-26,1,0,0,0,0.5,58.4,30,542,45.3683013916016,-75.7948989868164,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG4 (Andreea)",2019-06-26,0,0,0,0,2,84.4,20,576,45.3698997497559,-75.7925033569336,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Jay)",2019-06-26,0,0,0,0,2,10.5,20,550,45.3689002990723,-75.7959976196289,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Andreea)",2019-06-26,0,0,0,0,2,68.8,80,584,45.3698997497559,-75.790901184082,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG4 (Jay)",2019-06-26,0,0,0,0,2,28.2,40,558,45.3684997558594,-75.7962036132812,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG5 (Benoit)",2019-06-04,2,2,2,0,5,100,20,294,45.3442001342773,-75.9443969726562,"Ontario","Ottawa-Gatineau",,,6,1,0.03
"OG5 (Roman)",2019-06-04,2,0,1,0,4,100,30,284,45.3446006774902,-75.9446029663086,"Ontario","Ottawa-Gatineau",,,3,1,0.015
"OG5 (Benoit)",2019-06-04,0,0,0,0,2,100,20,302,45.3428993225098,-75.943000793457,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG5 (Roman)",2019-06-04,2,0,0,0,4,100,25,292,45.3429985046387,-75.9428024291992,"Ontario","Ottawa-Gatineau",,,2,1,0.01
"OG5 (Benoit)",2019-06-04,0,0,0,0,3,100,15,310,45.3418998718262,-75.9427032470703,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG5 (Roman)",2019-06-04,0,1,0,0,4,100,55,300,45.3410987854004,-75.9403991699219,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG5 (Benoit)",2019-06-04,3,1,2,0,1,97.9,15,318,45.3409996032715,-75.9412994384766,"Ontario","Ottawa-Gatineau",,,6,1,0.03
"OG5 (Roman)",2019-06-04,8,4,3,0,4,57.3,30,308,45.339900970459,-75.9403991699219,"Ontario","Ottawa-Gatineau",,,15,1,0.075
"OG5 (Benoit)",2019-06-04,4,7,0,0,3,95.8,20,326,45.339599609375,-75.940299987793,"Ontario","Ottawa-Gatineau",,,11,1,0.055
"OG5 (Roman)",2019-06-04,1,1,0,0,,,,316,45.3389015197754,-75.9415969848633,"Ontario","Ottawa-Gatineau",,,2,1,0.01
"OG5 (Roman)",2019-06-04,0,0,0,0,4,100,25,317,45.3386993408203,-75.9419021606445,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG6 (Benoit)",2019-06-06,0,1,0,0,1,0,20,376,45.3630981445312,-75.8776016235352,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG6 (Roman)",2019-06-06,0,1,0,0,2,0,20,366,45.3632011413574,-75.8776016235352,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG6 (Benoit)",2019-06-06,2,5,0,0,1,8,20,384,45.3627014160156,-75.8795013427734,"Ontario","Ottawa-Gatineau",,,7,1,0.035
"OG6 (Roman)",2019-06-06,4,2,0,0,2,0,20,374,45.3639984130859,-75.8794021606445,"Ontario","Ottawa-Gatineau",,,6,1,0.03
"OG6 (Benoit)",2019-06-06,1,3,1,0,,,,392,45.3641014099121,-75.8803024291992,"Ontario","Ottawa-Gatineau",,,5,1,0.025
"OG6 (Roman)",2019-06-06,1,1,0,0,1,0,20,382,45.363899230957,-75.8814010620117,"Ontario","Ottawa-Gatineau",,,2,1,0.01
"OG6 (Benoit)",2019-06-06,1,0,0,0,0,0,50,400,45.3656997680664,-75.8806991577148,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG6 (Roman)",2019-06-06,3,6,0,0,2,0,20,390,45.3648986816406,-75.8813018798828,"Ontario","Ottawa-Gatineau",,,9,1,0.045
"OG6 (Benoit)",2019-06-06,0,0,0,0,3,7.8,55,408,45.3651008605957,-75.8827972412109,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG6 (Roman)",2019-06-06,2,1,1,0,,,,398,45.3648986816406,-75.879997253418,"Ontario","Ottawa-Gatineau",,,4,1,0.02
"OG6 (Roman)",2019-06-06,0,0,0,0,3,0,50,399,45.3644981384277,-75.8797988891602,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG7 (Benoit)",2019-06-13,0,0,0,0,3,52.6,10,555,45.3242988586426,-75.6919021606445,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG7 (Roman)",2019-06-13,0,0,0,0,3,74.2,10,531,45.3244018554688,-75.6920013427734,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG7 (Benoit)",2019-06-13,2,0,0,0,5,100,15,563,45.3233985900879,-75.6930999755859,"Ontario","Ottawa-Gatineau",,,2,1,0.01
"OG7 (Roman)",2019-06-13,0,2,0,0,5,100,30,539,45.3233985900879,-75.6931991577148,"Ontario","Ottawa-Gatineau",,,2,1,0.01
"OG7 (Benoit)",2019-06-13,0,0,0,0,4,100,25,571,45.3222999572754,-75.6923980712891,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG7 (Roman)",2019-06-13,0,1,0,0,5,100,20,547,45.3222999572754,-75.6923980712891,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG7 (Benoit)",2019-06-13,0,0,0,0,5,100,10,579,45.3230018615723,-75.6917037963867,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG7 (Roman)",2019-06-13,0,0,0,0,5,100,10,555,45.3230018615723,-75.6918029785156,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG7 (Benoit)",2019-06-13,0,0,0,0,10,100,20,587,45.3226013183594,-75.6911010742188,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG7 (Roman)",2019-06-13,1,0,0,0,6,100,10,563,45.3227996826172,-75.6911010742188,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG8 (Benoit)",2019-06-07,0,0,0,0,1,98.6,40,466,45.3904991149902,-75.5502014160156,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG8 (Roman)",2019-06-07,2,0,0,0,1,98.9,60,449,45.3905982971191,-75.5503005981445,"Ontario","Ottawa-Gatineau",,,2,1,0.01
"OG8 (Benoit)",2019-06-07,0,0,0,0,1,97.2,20,474,45.3891983032227,-75.5487976074219,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG8 (Roman)",2019-06-07,0,0,0,0,3,98.4,50,457,45.3891983032227,-75.5487976074219,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG8 (Benoit)",2019-06-07,0,0,0,0,0,0,10,482,45.388599395752,-75.546501159668,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG8 (Roman)",2019-06-07,1,0,0,0,0,0,10,465,45.388599395752,-75.5466003417969,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG8 (Benoit)",2019-06-07,0,0,0,0,0,85.1,25,490,45.388500213623,-75.5439987182617,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG8 (Roman)",2019-06-07,0,0,0,0,0,91.9,10,473,45.388500213623,-75.5439987182617,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG8 (Benoit)",2019-06-07,0,0,0,0,1,89.3,10,498,45.3884010314941,-75.5411987304688,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG8 (Roman)",2019-06-07,0,0,0,0,3,100,10,481,45.3884010314941,-75.5412979125977,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Benoit)",2019-06-07,0,0,0,0,2,83.6,30,425,45.461498260498,-75.6255035400391,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Roman)",2019-06-07,0,0,0,0,7,97,55,408,45.4631996154785,-75.6286010742188,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Benoit)",2019-06-07,0,0,0,0,1,96.1,60,433,45.4616012573242,-75.6272964477539,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Roman)",2019-06-07,0,0,0,0,6,100,40,416,45.4631996154785,-75.6313018798828,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Benoit)",2019-06-07,0,0,1,0,1,95.3,20,441,45.4631004333496,-75.6275024414062,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG9 (Roman)",2019-06-07,0,0,0,0,4,100,40,424,45.462100982666,-75.630500793457,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Benoit)",2019-06-07,0,0,0,0,1,100,80,449,45.4631996154785,-75.6302032470703,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Roman)",2019-06-07,1,0,0,0,5,100,45,432,45.4622001647949,-75.6279983520508,"Ontario","Ottawa-Gatineau",,,1,1,0.005
"OG9 (Benoit)",2019-06-07,0,0,0,0,0,35.7,40,457,45.4634017944336,-75.6314010620117,"Ontario","Ottawa-Gatineau",,,0,0,0
"OG9 (Roman)",2019-06-07,0,0,0,0,5,100,40,440,45.461498260498,-75.6298980712891,"Ontario","Ottawa-Gatineau",,,0,0,0
"KG1",2021-06-21,0,0,0,0,1,97.92,5,8,44.8667984008789,-77.0251998901367,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,2,96.88,20,16,44.8671989440918,-77.0225982666016,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,2,100,30,24,44.8675003051758,-77.0202026367188,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,0.5,100,10,32,44.8681983947754,-77.0179977416992,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,1,100,10,40,44.8690986633301,-77.0157012939453,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,3,98.96,20,8,44.8667984008789,-77.0251998901367,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,1,98.96,15,16,44.8672981262207,-77.0225982666016,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,1,100,25,24,44.8675003051758,-77.0203018188477,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,2,97.92,25,32,44.8681983947754,-77.0178985595703,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG1",2021-06-21,0,0,0,0,2,100,25,40,44.8692016601562,-77.0157012939453,"Ontario","Kingston","Kashwakamak Lake",,0,0,0
"KG10",2021-06-22,0,0,0,0,0,0,40,173,44.1226005554199,-76.4489974975586,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG10",2021-06-22,0,0,0,0,0,83.36,20,181,44.1209983825684,-76.4476013183594,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG10",2021-06-22,0,0,1,0,0,100,40,189,44.1193008422852,-76.4477005004883,"Ontario","Kingston","Wolfe Island",,1,1,0.005
"KG10",2021-06-22,0,0,0,0,1,100,20,197,44.1183013916016,-76.4495010375977,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG10",2021-06-22,0,0,3,0,0,89.6,75,205,44.1169013977051,-76.4504013061523,"Ontario","Kingston","Wolfe Island",,3,1,0.015
"KG10",2021-06-22,0,0,0,0,0,75.04,10,173,44.1227989196777,-76.4492034912109,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG10",2021-06-22,0,0,0,0,2,97.92,10,181,44.1213989257812,-76.4478988647461,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG10",2021-06-22,0,0,0,0,1,98.96,30,189,44.119800567627,-76.4474029541016,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG10",2021-06-22,0,0,0,0,1,98.96,55,197,44.1184997558594,-76.4489974975586,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG10",2021-06-22,0,0,0,0,0,81.28,20,205,44.1172981262207,-76.4504013061523,"Ontario","Kingston","Wolfe Island",,0,0,0
"KG11",2021-06-21,0,0,0,0,4,100,20,91,44.2346000671387,-76.4514007568359,"Ontario","Kingston","Arrowhead Beach Park",,0,0,0
"KG11",2021-06-21,0,0,2,0,4,100,30,99,44.2330017089844,-76.4522018432617,"Ontario","Kingston","Arrowhead Beach Park",,2,1,0.01
"KG11",2021-06-21,0,0,6,0,0,41.7656,10,107,44.2318000793457,-76.4543991088867,"Ontario","Kingston","Arrowhead Beach Park",,6,1,0.03
"KG11",2021-06-21,0,0,1,0,0,0,10,115,44.2308006286621,-76.456298828125,"Ontario","Kingston","Arrowhead Beach Park",,1,1,0.005
"KG11",2021-06-21,0,0,0,0,0,0,10,123,44.2294006347656,-76.4581985473633,"Ontario","Kingston","Arrowhead Beach Park",,0,0,0
"KG11",2021-06-21,0,0,1,0,0,86.48,10,135,44.2347984313965,-76.4508972167969,"Ontario","Kingston","Arrowhead Beach Park",,1,1,0.005
"KG11",2021-06-21,0,0,0,0,3,100,20,143,44.2346000671387,-76.4514007568359,"Ontario","Kingston","Arrowhead Beach Park",,0,0,0
"KG11",2021-06-21,0,0,0,0,0,100,35,151,44.2335014343262,-76.4520034790039,"Ontario","Kingston","Arrowhead Beach Park",,0,0,0
"KG11",2021-06-21,0,2,6,0,0,85.44,10,159,44.2319984436035,-76.4539031982422,"Ontario","Kingston","Arrowhead Beach Park",,8,1,0.04
"KG11",2021-06-21,0,0,2,0,0,100,10,167,44.230899810791,-76.4558029174805,"Ontario","Kingston","Arrowhead Beach Park",,2,1,0.01
"KG12",2021-06-22,0,0,0,0,0,83.36,15,214,44.2494010925293,-76.4850006103516,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,0,0,25,222,44.2484016418457,-76.4838027954102,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,0,81.28,20,230,44.2490997314453,-76.4814987182617,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,1,87.52,20,238,44.2495994567871,-76.4792022705078,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,1,100,25,246,44.25,-76.4767990112305,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,0,77.12,30,214,44.2494010925293,-76.4850006103516,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,0,94.8,20,222,44.2484016418457,-76.4835968017578,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,1,76.08,30,230,44.2491989135742,-76.4811019897461,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,1,97.92,25,238,44.249698638916,-76.4785003662109,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG12",2021-06-22,0,0,0,0,1,100,10,246,44.25,-76.475700378418,"Ontario","Kingston","Belle Island (Cataraqui Park)",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,0,10,214,44.2951011657715,-76.3137969970703,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,0,15,222,44.2938995361328,-76.3124008178711,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,0,20,230,44.2932014465332,-76.3110961914062,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,0,10,238,44.2925987243652,-76.3093032836914,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,0,10,246,44.2915992736816,-76.3096008300781,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,75.04,20,259,44.2947006225586,-76.314697265625,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,0,30,267,44.293701171875,-76.3134002685547,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,82.32,10,275,44.2923011779785,-76.3119964599609,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,75.04,70,283,44.2910003662109,-76.3128967285156,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG13",2021-06-22,0,0,0,0,0,0,50,291,44.2910003662109,-76.3125991821289,"Ontario","Kingston","Grass Creek Park",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,87.52,20,255,44.2221984863281,-76.5374984741211,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,96.88,20,263,44.2240982055664,-76.5376968383789,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,100,15,271,44.2258987426758,-76.5379028320312,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,95.84,60,279,44.2272987365723,-76.53759765625,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,1,100,75,287,44.2290992736816,-76.5378036499023,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,96.88,25,255,44.2224006652832,-76.5374984741211,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,94.8,20,263,44.2243003845215,-76.5376968383789,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,97.92,70,271,44.2261009216309,-76.5380020141602,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,0,96.88,55,279,44.2276000976562,-76.53759765625,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG14",2021-06-22,0,0,0,0,1,95.84,30,287,44.2294006347656,-76.5378036499023,"Ontario","Kingston","Marshlands Conservation Area",,0,0,0
"KG15",2021-06-21,0,0,1,0,1,75.04,20,9,44.2807006835938,-76.8016967773438,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,1,1,0.005
"KG15",2021-06-21,0,0,1,0,0,78.16,15,17,44.2812995910645,-76.8016967773438,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,1,1,0.005
"KG15",2021-06-21,0,0,1,0,0,96.88,25,25,44.2812004089355,-76.8019027709961,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,1,1,0.005
"KG15",2021-06-21,0,0,0,0,0,93.76,35,33,44.2812004089355,-76.8028030395508,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,0,0,0
"KG15",2021-06-21,0,0,1,0,0,0,25,41,44.2807998657227,-76.8038024902344,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,1,1,0.005
"KG15",2021-06-21,0,0,0,0,0,83.36,20,9,44.2816009521484,-76.8038024902344,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,0,0,0
"KG15",2021-06-21,0,0,1,0,0,81.28,30,17,44.2821006774902,-76.8028030395508,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,1,1,0.005
"KG15",2021-06-21,0,0,0,0,0,75.04,10,25,44.2809982299805,-76.8042984008789,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,0,0,0
"KG15",2021-06-21,0,0,0,0,0,95.84,20,33,44.2817993164062,-76.8028030395508,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,0,0,0
"KG15",2021-06-21,0,0,1,0,0,100,30,41,44.2812995910645,-76.8024978637695,"Ontario","Kingston","ON Route Napanee (forest area behind Hwy 401 rest stop)",,1,1,0.005
"KG2",2021-06-22,0,0,0,0,3,100,20,173,44.2806015014648,-76.331298828125,"Ontario","Kingston","Channelview Park",,0,0,0
"KG2",2021-06-22,0,0,4,0,2,100,15,181,44.2803001403809,-76.3326034545898,"Ontario","Kingston","Channelview Park",,4,1,0.02
"KG2",2021-06-22,0,0,6,0,2,100,20,189,44.279899597168,-76.3345031738281,"Ontario","Kingston","Channelview Park",,6,1,0.03
"KG2",2021-06-22,0,0,0,0,6,87.52,30,197,44.2803001403809,-76.3342971801758,"Ontario","Kingston","Channelview Park",,0,0,0
"KG2",2021-06-22,0,0,5,0,5,82.32,25,205,44.2811012268066,-76.3331985473633,"Ontario","Kingston","Channelview Park",,5,1,0.025
"KG2",2021-06-22,0,0,0,0,1,81.28,50,218,44.2809982299805,-76.3313980102539,"Ontario","Kingston","Channelview Park",,0,0,0
"KG2",2021-06-22,0,0,0,0,2,100,10,226,44.2815017700195,-76.3324966430664,"Ontario","Kingston","Channelview Park",,0,0,0
"KG2",2021-06-22,0,0,0,0,0,100,10,233,44.2809982299805,-76.3311004638672,"Ontario","Kingston","Channelview Park",,0,0,0
"KG2",2021-06-22,0,0,5,0,5,100,10,242,44.2820014953613,-76.3292007446289,"Ontario","Kingston","Channelview Park",,5,1,0.025
"KG2",2021-06-22,0,0,1,0,0,75.04,10,250,44.2826995849609,-76.3279037475586,"Ontario","Kingston","Channelview Park",,1,1,0.005
"KG3",2021-06-21,0,0,1,0,0,93.76,20,132,44.2845001220703,-76.5095977783203,"Ontario","Kingston","Little Cataraqui Creek",,1,1,0.005
"KG3",2021-06-21,0,0,0,0,0,87.52,30,140,44.2862014770508,-76.5093002319336,"Ontario","Kingston","Little Cataraqui Creek",,0,0,0
"KG3",2021-06-21,1,1,2,0,1,93.76,15,148,44.2881011962891,-76.5098037719727,"Ontario","Kingston","Little Cataraqui Creek",,4,1,0.02
"KG3",2021-06-21,1,0,1,0,0,81.28,25,156,44.2896995544434,-76.5102996826172,"Ontario","Kingston","Little Cataraqui Creek",,2,1,0.01
"KG3",2021-06-21,0,0,0,0,0,81.28,20,164,44.2915000915527,-76.5108032226562,"Ontario","Kingston","Little Cataraqui Creek",,0,0,0
"KG3",2021-06-21,0,0,1,0,0,90.64,30,132,44.2845001220703,-76.5095977783203,"Ontario","Kingston","Little Cataraqui Creek",,1,1,0.005
"KG3",2021-06-21,0,0,1,0,0,84.4,20,140,44.2863006591797,-76.5093994140625,"Ontario","Kingston","Little Cataraqui Creek",,1,1,0.005
"KG3",2021-06-21,0,1,2,0,1,97.92,40,148,44.288200378418,-76.5099029541016,"Ontario","Kingston","Little Cataraqui Creek",,3,1,0.015
"KG3",2021-06-21,2,2,0,0,0,75.04,10,156,44.2899017333984,-76.510498046875,"Ontario","Kingston","Little Cataraqui Creek",,4,1,0.02
"KG3",2021-06-21,1,1,2,0,0,77.12,10,164,44.2918014526367,-76.5108032226562,"Ontario","Kingston","Little Cataraqui Creek",,4,1,0.02
"KG4",2021-06-23,0,0,3,0,2,100,30,255,44.5684013366699,-76.323600769043,"Ontario","Kingston","Lake Opinicon (QUBS)",,3,1,0.015
"KG4",2021-06-23,0,0,5,0,3,100,25,263,44.5694007873535,-76.3223037719727,"Ontario","Kingston","Lake Opinicon (QUBS)",,5,1,0.025
"KG4",2021-06-23,0,0,4,0,3,91.68,20,271,44.5682983398438,-76.3218994140625,"Ontario","Kingston","Lake Opinicon (QUBS)",,4,1,0.02
"KG4",2021-06-23,0,1,3,0,4,96.88,30,279,44.5670013427734,-76.3234024047852,"Ontario","Kingston","Lake Opinicon (QUBS)",,4,1,0.02
"KG4",2021-06-23,0,0,5,0,3,100,20,287,44.5674018859863,-76.3245010375977,"Ontario","Kingston","Lake Opinicon (QUBS)",,5,1,0.025
"KG4",2021-06-23,0,0,0,0,4,100,15,296,44.5670013427734,-76.3254013061523,"Ontario","Kingston","Lake Opinicon (QUBS)",,0,0,0
"KG4",2021-06-23,0,0,1,0,2,100,15,304,44.5663986206055,-76.3267974853516,"Ontario","Kingston","Lake Opinicon (QUBS)",,1,1,0.005
"KG4",2021-06-23,0,0,0,0,2,98.96,10,312,44.5676002502441,-76.3254013061523,"Ontario","Kingston","Lake Opinicon (QUBS)",,0,0,0
"KG4",2021-06-23,0,0,1,0,2,100,15,320,44.5668983459473,-76.3251037597656,"Ontario","Kingston","Lake Opinicon (QUBS)",,1,1,0.005
"KG4",2021-06-23,0,0,3,0,2,100,30,328,44.5667991638184,-76.3253021240234,"Ontario","Kingston","Lake Opinicon (QUBS)",,3,1,0.015
"KG5",2021-06-23,0,0,0,0,0,0,50,296,44.4715995788574,-76.4934997558594,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,1,0,1,91.68,20,303,44.4706993103027,-76.4955978393555,"Ontario","Kingston","Perth Road",,1,1,0.005
"KG5",2021-06-23,0,0,0,0,1,77.12,15,312,44.470100402832,-76.4975967407227,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,0,0,1,97.92,20,320,44.4696006774902,-76.5002975463867,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,0,0,0,81.28,20,328,44.4690017700195,-76.502799987793,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,0,0,0,76.08,50,301,44.4718017578125,-76.4932022094727,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,0,0,3,100,10,309,44.4709014892578,-76.495002746582,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,0,0,0,100,10,317,44.4700012207031,-76.4977035522461,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,0,0,0,100,10,325,44.4695014953613,-76.5002975463867,"Ontario","Kingston","Perth Road",,0,0,0
"KG5",2021-06-23,0,0,0,0,0,94.8,10,333,44.4690017700195,-76.5027008056641,"Ontario","Kingston","Perth Road",,0,0,0
"KG6",2021-06-21,0,0,0,0,0,100,10,50,44.3732986450195,-77.0190963745117,"Ontario","Kingston","Roblin",,0,0,0
"KG6",2021-06-21,0,0,0,0,0,43.84,15,58,44.3708992004395,-77.0188980102539,"Ontario","Kingston","Roblin",,0,0,0
"KG6",2021-06-21,0,0,0,0,0,20.96,10,66,44.369800567627,-77.0216979980469,"Ontario","Kingston","Roblin",,0,0,0
