province,region,site_name,site_id,date,waypoint_number,latitude,longitude,larva,nymphs,male,females,litter_depth,soil_humidity,canopy_cover,tick_total,tick_presence,tick_density
ON,Peterborough,Ken Reid Conservation Area,PT1,2022-07-07,40,44.4041,-78.77283333,0,0,0,0,1.7,3.7,83.328,0,0,0
ON,Peterborough,Ken Reid Conservation Area,PT1,2022-07-07,48,44.40496667,-78.7685,0,0,0,0,3.4,3.8,29.144,0,0,0
ON,Peterborough,Ken Reid Conservation Area,PT1,2022-07-07,56,44.40365,-78.76798333,0,0,0,0,3.8,3.8,37.48,0,0,0
ON,Peterborough,Ken Reid Conservation Area,PT1,2022-07-07,64,44.40286667,-78.77041667,0,0,0,0,3.3,4,91.664,0,0,0
ON,Peterborough,Ken Reid Conservation Area,PT1,2022-07-07,72,44.40253333,-78.77288333,0,0,0,0,2.9,5.7,100,0,0,0
ON,Peterborough,Ken Reid Conservation Area,PT1,2022-07-07,80,44.40398333,-79.77273333,0,0,0,0,2.1,6.3,100,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,8,44.26851667,-78.60716667,0,0,0,0,1.6,1,0,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,16,44.267,-78.60523333,0,0,0,0,4.1,2.5,0,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,24,44.2675,-78.60315,0,0,0,0,4,3.8,100,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,32,44.26851667,-78.60716667,0,0,0,0,2.3,0.7,0,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,40,44.267,-78.60523333,0,0,0,0,2,2,0,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,48,44.2675,-78.60315,0,0,0,0,2,2,66.656,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,56,44.2685,-78.60731667,0,0,0,0,2,1,0,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,64,44.26698333,-78.6051,0,0,0,0,0.8,2.5,0,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,72,44.26753333,-78.60313333,0,0,0,0,3,2,91.664,0,0,0
ON,Peterborough,Windy Ridge Conservation Area,PT2,2022-06-27,80,44.26755,-78.60315,0,0,0,0,2.6,1.7,66.656,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,8,44.3135,-78.34216667,0,0,0,0,2.7,3.3,79.16,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,16,44.3119,-78.33995,0,0,1,0,4.5,6.3,95.832,1,1,0.005
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,24,44.3122,-78.33935,0,0,0,0,3.1,6.5,100,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,32,44.31403333,-78.34105,0,0,0,0,1.9,4.7,100,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,40,44.31451667,-78.34206667,0,0,0,0,3.1,2.5,74.992,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,48,44.31338333,-78.34193333,0,0,0,0,1,5.3,66.656,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,56,44.3119,-78.34001667,0,0,0,0,2.3,4.2,83.328,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,64,44.31221667,-78.33916667,0,0,0,0,1.2,4.7,87.496,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,72,44.31388333,-78.34086667,0,0,0,0,1.7,5.2,83.328,0,0,0
ON,Peterborough,Jackson Creek Conservation Area,PT3,2022-07-06,80,44.31453333,-78.34211667,0,0,0,0,1.3,2.5,66.656,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,8,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,16,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,24,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,32,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,40,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,48,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,56,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,64,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,72,,,,,,,,,,0,0,0
ON,Peterborough,Mark S. Burham Provincial Park,PT4,,80,,,,,,,,,,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,8,44.47728333,-78.34131667,0,0,0,0,3.3,5.7,0,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,16,44.4746,-78.34056667,0,0,0,0,1.3,7.7,0,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,24,44.48321667,-78.34146667,0,0,1,0,2.7,5.3,79.16,1,1,0.005
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,32,44.48098333,-78.3418,0,0,0,0,3.7,5.7,83.328,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,40,44.48131667,-78.3442,0,0,1,0,2.7,5.7,83.328,1,1,0.005
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,48,44.47736667,-78.34403333,0,0,0,0,1.4,7,58.32,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,56,44.4746,-78.34126667,0,0,0,0,3.2,7.8,29.144,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,64,44.47978333,-78.34645,0,0,0,0,4.7,5.2,95.832,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,72,44.48098333,-78.34765,0,0,0,0,4.1,6.2,100,0,0,0
ON,Peterborough,Selwyn Creek Conservation Area,PT5,2022-07-06,80,44.48131667,-78.34798333,0,0,0,0,4.3,5.3,100,0,0,0
,,,,,,,,0,0,0,2,8,4,,2,1,0.01
,,,,,,,,,,,,,,,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,8,43.44018,-80.205,0,0,0,0,0,5.8,66.656,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,16,43.4399,-80.20649,0,0,0,0,0,6.9,93.748,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,24,43.44079,-80.20637,0,0,0,0,0,6,95.832,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,32,43.44155,-80.20612,0,0,0,0,0,5.1,83.328,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,40,43.44088,-80.20516,0,0,0,0,0,6,70.824,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,48,43.73329,-80.34193,0,0,0,0,0.5,6,77.076,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,56,43.73303,-80.3441,0,0,0,0,0,7,49.984,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,64,43.7345,-80.34408,0,0,0,0,0,4,66.656,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,72,43.73579,-80.34322,0,0,0,0,0.5,4.3,100,0,0,0
ON,Hamilton,Belwood Lake Conservation Area,HM1,2023-06-20,80,43.73486,-80.34186,0,0,0,0,0.5,6.3,95.832,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,8,43.15968,-80.23222,0,0,0,0,3,7.1,83.328,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,16,43.15916,-80.2311,0,0,0,0,1.5,7,97.916,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,24,43.15783,-80.23144,0,0,0,0,0,4,29.144,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,32,43.15728,-80.23047,0,0,0,1,3,9.5,94.79,1,1,0.005
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,40,43.15821,-80.23053,0,0,0,0,3.5,5,95.832,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,48,43.26623,-80.38706,0,0,0,0,1,5,98.958,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,56,43.26518,-80.38522,0,0,0,0,2,5.3,93.748,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,64,43.2629,-80.38572,0,0,0,0,0,5.3,18.724,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,72,43.26202,-80.3842,0,0,0,0,0.5,5.6,98.958,0,0,0
ON,Hamilton,Pinehurst Conservation Area,HM2,2023-07-20,80,43.26387,-80.38412,0,0,0,0,1,6.3,98.958,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,8,43.30458,-79.58005,0,0,0,0,8.5,5.5,87.496,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,16,43.30487,-79.5809,0,0,0,0,8.8,4,87.496,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,24,43.3044,-79.582,0,0,0,0,9.5,5.1,91.664,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,32,43.30383,-79.58296,0,0,0,0,10,4,92.706,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,40,43.30326,-79.58353,0,0,0,0,5,5.1,88.538,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,48,43.3045,-79.58002,0,0,0,0,4,3.8,43.732,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,56,43.30481,-79.58091,0,0,0,0,6,8,86.454,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,64,43.30487,-79.581,0,0,0,0,3,7.6,72.908,0,0,0
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,72,43.30385,-79.58256,0,0,0,1,3,3.3,95.832,1,1,0.005
ON,Hamilton,Hilton Falls Conservation Area,HM3,2023-05-20,80,43.30322,-79.58375,0,0,0,0,3,7.6,83.328,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,8,43.30639,-80.1326,0,0,0,0,4,8,96.874,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,16,43.30563,-80.13163,0,0,0,0,1.5,3.5,94.79,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,24,43.30471,-80.12975,0,0,0,0,5,5,97.916,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,32,43.40166,-80.13344,0,0,0,0,0,3.5,79.16,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,40,43.30182,-80.1364,0,0,0,0,0,1.7,0,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,48,43.51063,-80.22146,0,0,0,0,3,6.3,94.79,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,56,43.50926,-80.21626,0,0,0,0,1,4,95.832,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,64,43.5078,-80.21928,0,0,0,0,1,5,94.79,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,72,43.50243,-80.22221,0,0,0,0,0,3.3,18.724,0,0,0
ON,Hamilton,Preservation Park,HM4,2023-05-20,80,43.50305,-80.22723,0,0,0,0,0,4,0,0,0,0
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,8,43.23002,-80.08729,0,0,0,1,1,4.4,24.976,1,1,0.005
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,16,42.23018,-80.0865,0,0,0,0,4,6.1,0,0,0,0
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,24,43.22993,-80.08589,0,0,0,0,5,7.5,0,0,0,0
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,32,43.22991,-80.08811,0,0,0,0,4,8.5,88.538,0,0,0
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,40,43.22905,-80.08673,0,0,0,0,5.5,6.2,24.976,0,0,0
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,48,43.38396,-80.14547,0,0,1,0,0,4.6,79.16,1,1,0.005
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,56,43.3835,-80.14409,0,0,0,1,3,4.6,0,1,1,0.005
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,64,43.3837,-80.1425,0,0,0,0,2,8,47.9,0,0,0
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,72,43.22989,-80.0879,0,0,0,0,3,9.6,83.328,0,0,0
ON,Hamilton,Valens Conservation Area,HM5,2023-05-20,80,43.22901,-80.08657,0,0,0,0,3,9.6,35.396,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,8,45.23259,-79.12095,0,0,0,0,5.5,1,92.706,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,16,45.23102,-79.12201,0,0,0,0,0.5,1,93.748,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,24,45.23015,-79.12372,0,0,0,0,3,1.3,83.328,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,32,45.22953,-79.12544,0,0,0,0,4,2.1,95.832,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,40,45.23042,-79.12403,0,0,0,0,3,1.3,94.9984,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,48,45.38756,-79.20163,0,0,0,0,1,1,100,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,56,45.38494,-79.20353,0,0,0,0,2,1,97.916,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,64,45.38361,-79.20622,0,0,0,0,0.5,2.6,86.454,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,72,45.38249,-79.20911,0,0,0,0,1.5,1.3,98.958,0,0,0
ON,Muskoka,Arrowhead Provincial Park,MU1,2023-06-20,80,45.3841,-79.20657,0,0,0,0,1.5,1,100,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,8,,-79.31287,0,0,0,0,0.8,1,79.16,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,16,45.00323,-79.31398,0,0,0,0,3.5,2.5,92.706,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,24,45.00363,-79.31481,0,0,0,0,5.5,4,88.538,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,32,45.00403,-79.31608,0,0,0,0,3,1.7,85.412,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,40,45.00429,-79.31728,0,0,0,0,5,2.8,91.664,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,48,45.00415,-79.52124,0,0,0,0,0.5,1,89.58,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,56,45.0055,-79.52338,0,0,0,0,0,1,100,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,64,45.00618,-79.52528,0,0,0,0,0.5,3.6,91.664,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,72,45.0069,-79.52671,0,0,0,0,0,2,98.958,0,0,0
ON,Muskoka,Hardy Lake Provincial Park,MU2,2023-06-20,80,45.00711,-79.52883,0,0,0,0,0.5,2,98.958,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,8,45.21358,-80.11698,0,0,0,0,4,1.3,39.564,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,16,45.21424,-80.11567,0,0,0,0,6,3,95.832,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,24,45.21514,-80.1146,0,0,0,0,3.2,9,89.58,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,32,45.21566,-80.11331,0,0,0,0,0.5,1,93.748,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,40,45.21671,-80.11177,0,0,0,0,3.5,1.2,85.412,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,48,45.356,-80.19508,0,0,0,0,3,4,65.614,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,56,45.35698,-80.1927,0,0,0,0,3,4.3,95.832,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,64,45.35698,-80.19093,0,0,0,0,0.5,4.3,97.916,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,72,45.35849,-80.18885,0,0,0,0,1,1,45.816,0,0,0
ON,Muskoka,Killbear Provincial Park,MU3,2023-06-20,80,45.36096,-80.18626,0,0,0,0,1.5,1,91.664,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,8,44.8959,-79.7569,0,0,0,0,0,1,81.244,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,16,44.89721667,-79.7587,0,0,0,0,5,2.2,91.664,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,24,44.66475,-79.7594,0,0,0,0,3.7,1.1,95.832,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,32,44.89966667,-79.75945,0,0,0,0,5.5,2.7,84.37,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,40,44.9017,-79.75866667,0,0,0,0,5.2,2,93.748,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,48,44.89737,-79.7569,0,0,0,0,0,1,45.816,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,56,44.8994,-78.95626,0,0,0,0,1.5,1,93.748,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,64,44.90066,-78.75668,0,0,1,0,2,1,87.496,1,1,0.005
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,72,44.90168,-78.75874,0,0,0,0,1.5,1,94.79,0,0,0
ON,Muskoka,Six Mile Lake Provincial Park,MU4,2023-06-20,80,44.89989,-79.75965,0,0,0,0,1,1,92.706,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,8,45.18502,-79.58072,0,0,0,0,4,1.8,93.748,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,16,45.18526,-79.58316,0,0,0,0,0,1,0,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,24,45.18587,-79.5851,0,0,0,0,4,1,94.79,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,32,45.18665,-79.58678,0,0,0,0,2,1,26.018,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,40,45.18732,-79.58817,0,0,0,0,0.5,1,0,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,48,45.30841,-79.96802,0,0,0,0,1.5,1,28.102,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,56,45.30877,-79.97186,0,0,0,0,0,1,0,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,64,45.30993,-79.97517,0,0,0,0,2,1,91.664,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,72,45.31105,-79.97769,0,0,0,0,1,1,81.244,0,0,0
ON,Muskoka,Oastler Lake / Rose Point Trail,MU5,2023-06-20,80,45.31227,-79.98027,0,0,0,1,0,1,17.682,1,1,0.005
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,8,46.34133,-84.17499,0,0,0,0,5,1.5,80.202,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,16,46.34182,-84.17436,0,0,0,0,3,1,81.244,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,24,46.34261,-84.17365,0,0,0,0,3,1.1,70.824,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,32,46.34287,-84.17563,0,0,0,0,3.5,1.3,96.874,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,40,46.34314,-84.17713,0,0,0,0,0,1.5,66.656,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,48,46.56861,-84.29195,0,0,0,0,2,1,90.622,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,56,46.56968,-84.29067,0,0,0,0,0.5,1.6,94.79,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,64,46.57095,-84.28935,0,0,0,0,0.5,1.6,87.496,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,72,46.57145,-84.29233,0,0,0,0,3,2,97.916,0,0,0
ON,Sault Ste. Marie,Hiawatha Highlands,SM1,2023-06-20,80,46.5719,-84.29517,0,0,0,0,0,2,41.648,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,8,46.32547,-84.20879,0,0,0,0,0,3,90.622,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,16,46.3275,-84.20781,0,0,0,0,0,2,91.664,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,24,46.32796,-84.206,0,0,0,0,0,1.5,89.58,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,32,46.32895,-84.20386,0,0,0,0,0,2,80.202,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,40,46.33009,-84.20262,0,0,0,0,0,1.5,81.244,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,48,46.54242,-84.34788,0,0,0,0,0,2,47.4832,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,56,46.54606,-84.34615,0,0,0,0,0,1.3,76.6592,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,64,46.5466,-84.34357,0,0,0,0,0.5,3.3,79.16,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,72,46.54816,-84.33969,0,0,0,0,0,1,52.068,0,0,0
ON,Sault Ste. Marie,Fort Creek Conservation Area,SM2,2023-07-20,80,46.55011,-84.33762,0,0,0,0,0,2,61.446,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,8,,,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,16,,,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,24,,,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,32,,,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,40,,,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,48,46.48357,-84.47308,0,0,0,0,1.5,1,100,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,56,46.48403,-84.47323,0,0,0,0,1.5,1,100,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,64,46.48344,-84.47114,0,0,0,0,1,1,98.958,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,72,46.4814,-84.46997,0,0,0,0,0.5,1,80.202,0,0,0
ON,Sault Ste. Marie,Marks Bay,SM3,2023-07-20,80,46.47988,-84.46845,0,0,0,0,1,1,85.412,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,8,46.50855,-84.52988333,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,16,46.50648333,-84.52941667,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,24,46.50431667,-84.52983333,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,32,46.66875,-84.52948333,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,40,46.49988333,-84.52981667,0,0,0,0,,,,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,48,46.50861,-84.52995,0,0,0,0,1.5,1.6,84.37,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,56,46.50677,-84.52939,0,0,0,0,0.5,1,47.9,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,64,46.50483,-84.52945,0,0,0,0,1,1,85.412,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,72,46.50294,-84.5295,0,0,0,0,1,1,95.832,0,0,0
ON,Sault Ste. Marie,Shore Ridges,SM4,2023-07-20,80,46.5004,-84.5297,0,0,0,0,2,2,93.748,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,8,46.57516,-84.42575,0,0,0,0,4,2,97.916,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,16,46.57662,-84.42673,0,0,0,0,3,1,91.664,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,24,46.57551,-84.42652,0,0,0,0,7,2.5,97.916,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,32,46.57538,-84.42812,0,0,0,0,4.5,2.2,89.58,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,40,46.57618,-84.42927,0,0,0,0,6,2,83.328,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,48,46.96315,-84.70998,0,0,0,0,0.5,1,78.118,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,56,46.96106,-84.71115,0,0,0,0,4,1,100,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,64,46.9594,-84.71091,0,0,0,0,3.5,1,100,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,72,46.95903,-84.71352,0,0,0,0,1.5,1.6,97.916,0,0,0
ON,Sault Ste. Marie,Pancake Bay Provincial Park,SM5,2023-07-20,80,46.96033,-84.71561,0,0,0,0,1.5,2.3,98.958,0,0,0
ON,London,Parkhill Conservation Area,LD1,2023-05-20,8,43.09689,-81.39018,0,0,0,0,2,5.5,29.144,0,0,0
ON,London,Parkhill Conservation Area,LD1,2023-05-20,16,43.09641,-81.39018,0,0,2,0,1,4.2,66.656,2,1,0.01
ON,London,Parkhill Conservation Area,LD1,2023-05-20,24,43.09547,-81.38952,0,0,1,0,1,3.5,24.976,1,1,0.005
ON,London,Parkhill Conservation Area,LD1,2023-05-20,32,43.09445,-81.39005,0,0,0,3,2.5,4,84.37,3,1,0.015
ON,London,Parkhill Conservation Area,LD1,2023-05-20,40,43.09403,-81.38916,0,0,1,0,4,3,86.454,1,1,0.005
