"","province","region","site_name","site_id","year","date","waypoint_number","latitude","longitude","larva","nymphs","male","females","litter_depth","soil_humidity","canopy_cover"
"205","ON","Hamilton","Rattray Marsh Conservation Area","HM8",2021,"2021-07-15",72,43.5189,-79.6086,0,0,0,0,"6.5","2.5","85"
"206","ON","Hamilton","Rattray Marsh Conservation Area","HM8",2021,"2021-07-15",80,43.5197,-79.6053,0,0,0,0,"4","6","95"
"207","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",8,43.32996,-80.32969,0,0,0,0,"1.5","9.5","95"
"208","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",16,43.33002,-80.10735,0,0,0,0,"2","1","95"
"209","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",24,43.33069,-80.10583,0,0,0,0,"0.5","7.5","90"
"210","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",32,43.33139,-80.10464,0,0,0,0,"1","5","95"
"211","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",40,43.33211,-80.10389,0,0,0,0,"2","6","95"
"212","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",48,43.32969,-80.10856,0,0,0,0,"1","6.5","95"
"213","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",56,43.33002,-80.10735,0,0,0,0,"2","9","95"
"214","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",64,43.33069,-80.10583,0,0,0,0,"0.5","6.5","85"
"215","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",72,43.33139,-80.10464,0,0,0,0,"0.5","3.5","95"
"216","ON","Hamilton","Smith Loop Trail","HM9",2021,"2021-07-19",80,43.33211,-80.10389,0,0,0,0,"0","9","85"
"217","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",8,45.38972,-79.21199,0,0,0,0,"2","2.5","100"
"218","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",16,45.39002,-79.20773,0,0,0,0,"2.5","2","95"
"219","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",24,45.38883,-79.20574,0,0,0,0,"2","3.5","100"
"220","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",32,45.38753,-79.20679,0,0,0,0,"2.5","3","100"
"221","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",40,45.38632,-79.20923,0,0,0,0,"2","2","100"
"222","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",48,45.38972,-79.21199,0,0,0,0,"2.5","1","100"
"223","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",56,45.39002,-79.20773,0,0,0,0,"2.5","1","100"
"224","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",64,45.38883,-79.20574,0,0,0,0,"1.5","1.5","100"
"225","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",72,45.38753,-79.20679,0,0,0,0,"1.5","2.5","95"
"226","ON","Muskoka","Arrowhead Provincial Park","MU1",2021,"2021-07-28",80,45.38632,-79.20923,0,0,0,0,"1","3","100"
"227","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",8,45.009504,-79.526601,0,0,0,0,"0","2","95"
"228","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",16,45.005085,-79.522832,0,0,0,0,"1","4","95"
"229","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",24,45.006637,-79.525523,0,0,0,0,"1.5","4","90"
"230","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",32,45.006755,-79.527933,0,0,0,0,"1.5","3","95"
"231","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",40,45.008011,-79.530149,0,0,0,0,"0.5","1","95"
"232","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",48,45.009504,-79.526601,0,0,0,0,"0.5","1","95"
"233","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",56,45.005085,-79.522832,0,0,0,0,"1","2.5","95"
"234","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",64,45.006637,-79.525523,0,0,0,0,"0.5","2","95"
"235","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",72,45.006755,-79.527933,0,0,0,0,"3","3.5","95"
"236","ON","Muskoka","Hardy Lake","MU2",2021,"2021-07-28",80,45.008011,-79.530149,0,0,0,0,"0.5","1.5","100"
"237","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",8,45.35616,-80.19479,0,0,0,0,"1.5","9","95"
"238","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",16,45.35702,-80.29221,0,0,0,0,"1.5","6.5","95"
"239","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",24,45.35025,-80.18967,0,0,0,0,"2","5","95"
"240","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",32,45.35958,-80.18849,0,0,0,0,"2","8","95"
"241","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",40,45.36083,-80.18635,0,0,0,0,"2","4","95"
"242","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",48,45.35616,-80.19479,0,0,0,0,"2","5","95"
"243","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",56,45.35702,-80.19221,0,0,0,0,"2","6","95"
"244","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",64,45.35825,-80.18967,0,0,0,0,"2.5","4","95"
"245","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",72,45.35958,-80.18849,0,0,0,0,"2","4","90"
"246","ON","Muskoka","Killbear Park","MU3",2021,"2021-07-27",80,45.36083,-80.18635,0,0,0,0,"3.5","6.5","95"
"247","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",8,44.89568,-79.75559,0,0,0,0,"1.5","4","95"
"248","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",16,44.89737,-79.75559,0,0,0,0,"2.5","8","95"
"249","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",24,44.89522,-79.75838,0,0,0,0,"2","5","90"
"250","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",32,44.89999,-79.75489,0,0,0,0,"1.5","3","90"
"251","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",40,44.87779,-79.75611,0,0,0,0,"0","2.5","90"
"252","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",48,44.89568,-79.75718,0,0,0,0,"1.5","4","95"
"253","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",56,44.89737,-79.75838,0,0,0,0,"2","5","90"
"254","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",64,44.89522,-79.75489,0,0,0,0,"3","5.5","90"
"255","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",72,44.89999,-79.75611,0,0,0,0,"1.5","2.5","90"
"256","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2021,"2021-07-26",80,44.87779,-79.75718,0,0,0,0,"1","2","85"
"257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",8,43.73553333,-80.3433,0,0,0,0,"1.5","5.5","87.495999999999995"
"259","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",16,43.73461667,-80.3442,0,0,0,0,"1.7","6.2","100"
"260","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",24,43.73313333,-80.3439,0,0,0,0,"3.2","6.5","66.656000000000006"
"261","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",32,43.73406667,-80.34231667,0,0,0,0,"1.9","6.5","91.664000000000001"
"262","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",40,43.73498333,-80.34156667,0,0,0,0,"1.8","8","79.16"
"263","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",48,43.73548333,-80.34296667,0,0,0,0,"0.5","6.5","49.983999999999995"
"264","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",56,43.73481667,-80.34368333,0,0,0,0,"1.5","6.1","83.328000000000003"
"265","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",64,43.73341667,-80.34405,0,0,0,0,"3","9","58.32"
"266","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",72,43.73401667,-80.34241667,0,0,0,0,"6","8.6","70.823999999999998"
"267","ON","Hamilton","Belwood Lake Conservation Area","HM1",2022,"44722",80,43.73496667,-80.34186667,0,0,0,0,"1.5","9.5","0"
"268","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",8,43.26671667,-80.38645,0,0,0,0,"5.8","6.3","100"
"269","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",16,43.26535,-80.38551667,0,0,0,0,"4.3","6.2","95.831999999999994"
"270","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",24,43.26281667,-80.38555,0,0,0,0,"3.2","6","0"
"271","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",32,43.26321667,-80.38403333,0,0,0,0,"4.3","8.1999999999999993","79.16"
"272","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",40,43.2666,-80.38655,0,0,0,0,"4.7","6.7","83.328000000000003"
"273","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",48,43.26545,-80.38535,0,0,0,0,"3.7","6.3","87.495999999999995"
"274","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",56,43.26281667,-80.38538333,0,0,0,0,"3.3","9","83.328000000000003"
"275","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",64,43.26321667,-80.38403333,0,0,0,0,"4.3","4.3","79.16"
"276","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",72,43.26281667,-80.38555,0,0,0,0,"4.0999999999999996","4.7","41.647999999999996"
"277","ON","Hamilton","Pinehurst Conservation Area","HM2",2022,"44721",80,43.26321667,-80.38403333,0,0,0,0,"8","6.9","91.664000000000001"
"278","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",8,43.50681667,-79.96495,0,0,0,0,"2.4","4.3","95.831999999999994"
"279","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",16,43.50836667,-79.96516667,0,0,0,0,"3.6","7","83.328000000000003"
"280","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",24,43.5105,-79.97038333,0,0,0,0,"3.7","3.5","87.495999999999995"
"281","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",32,43.51145,-79.97141667,0,0,0,0,"4.7","4.5","79.16"
"282","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",40,43.50681667,-79.9651,0,0,0,0,"3.7","5.2","91.664000000000001"
"283","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",48,43.50826667,-79.96536667,0,0,0,0,"3.3","7.2","91.664000000000001"
"284","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",56,43.51051667,-79.97038333,0,0,0,0,"3.3","6.3","79.16"
"285","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",64,43.51141667,-79.97138333,0,0,0,0,"3.3","4.7","79.16"
"286","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",72,43.51051667,-79.97038333,0,0,0,1,"3","5","70.823999999999998"
"287","ON","Hamilton","Hilton Falls Conservation Area","HM3",2022,"44720",80,43.51141667,-79.97138333,0,0,1,0,"4","4","79.16"
"288","ON","Hamilton","Preservation Park","HM4",2022,"44714",8,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"289","ON","Hamilton","Preservation Park","HM4",2022,"44714",16,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"290","ON","Hamilton","Preservation Park","HM4",2022,"44714",24,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"291","ON","Hamilton","Preservation Park","HM4",2022,"44714",32,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"292","ON","Hamilton","Preservation Park","HM4",2022,"44714",40,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"293","ON","Hamilton","Preservation Park","HM4",2022,"44714",48,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"294","ON","Hamilton","Preservation Park","HM4",2022,"44714",56,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"295","ON","Hamilton","Preservation Park","HM4",2022,"44714",64,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"296","ON","Hamilton","Preservation Park","HM4",2022,"44714",72,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"297","ON","Hamilton","Preservation Park","HM4",2022,"44714",80,NA,NA,0,0,0,0,"N/D","N/D","N/D"
"298","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",8,43.38336667,-80.14546667,0,0,0,0,"1.5","6","66.656000000000006"
"299","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",16,43.3834,-80.14403333,0,0,0,0,"0","7.2","100"
"300","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",24,43.38365,-80.14748333,0,0,0,0,"3.2","9.5","87.495999999999995"
"301","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",32,43.39035,-80.14086667,0,0,0,0,"2.5","7","66.656000000000006"
"302","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",40,43.39046667,-80.14335,0,0,0,0,"0.5","5.5","87.495999999999995"
"303","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",48,43.38348333,-80.14788333,0,0,0,0,"0.7","4","91.664000000000001"
"304","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",56,43.38338333,-80.14388333,0,0,0,0,"1.6","7","66.656000000000006"
"305","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",64,43.38348333,-80.14745,0,0,0,0,"3.5","8.3000000000000007","70.823999999999998"
"306","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",72,43.39021667,-80.1408,0,0,0,0,"4.0999999999999996","6.3","0"
"307","ON","Hamilton","Valens Conservation Area","HM5",2022,"44725",80,43.39048333,-80.14338333,0,0,1,0,"2.7","6","100"
"308","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44755",8,45.3917,-79.2219,0,0,0,0,"3.7","1.2","83.328000000000003"
"309","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44756",16,45.39301667,-79.22308333,0,0,0,0,"7.2","1.8","95.831999999999994"
"310","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44757",24,45.39148333,-79.21898333,0,0,0,0,"4.8","2","91.664000000000001"
"311","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44758",32,45.38951667,-79.21765,0,0,0,0,"3.5","1","37.479999999999997"
"312","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44759",40,45.39051667,-79.21976667,0,0,0,0,"4.2","4.7","0"
"313","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44760",48,45.39175,-79.2221,0,0,0,0,"3.7","2.2999999999999998","87.495999999999995"
"314","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44761",56,45.39263333,-79.22308333,0,0,0,0,"3.3","2.7","87.495999999999995"
"315","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44762",64,45.39156667,-79.21911667,0,0,0,0,"2.2999999999999998","1.8","79.16"
"316","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44763",72,45.38866667,-79.21765,0,0,0,0,"2.7","2.2000000000000002","87.495999999999995"
"317","ON","Muskoka","Arrowhead Provincial Park","MU1",2022,"44764",80,45.39053333,-79.21975,0,0,0,0,"2.2999999999999998","2.2000000000000002","74.99199999999999"
"318","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44765",8,45.00193333,-79.52198333,0,0,0,0,"1.7","1.7","95.831999999999994"
"319","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44766",16,45.00076667,-79.525,0,0,0,0,"2.7","2.5","79.16"
"320","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44767",24,44.99956667,-79.52716667,0,0,0,0,"2.2999999999999998","1.2","87.495999999999995"
"321","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44768",32,45.0009,-79.52911667,0,0,0,0,"2.7","2.8","91.664000000000001"
"322","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44769",40,45.00236667,-79.52778333,0,0,0,0,"2.2000000000000002","1.5","79.16"
"323","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44770",48,45.00185,-79.5219,0,0,0,0,"3.7","1","87.495999999999995"
"324","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44771",56,45.00085,-79.52491667,0,0,0,0,"3.5","1.7","74.99199999999999"
"325","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44772",64,44.99953333,-79.52716667,0,0,0,0,"5.8","1.7","100"
"326","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44773",72,45.001,-79.529,0,0,0,0,"2.9","1.5","100"
"327","ON","Muskoka","Hardy Lake Provincial Park","MU2",2022,"44774",80,45.00241667,-79.52788333,0,0,0,0,"1.2","1","70.823999999999998"
"328","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",8,45.35608333,-80.19513333,0,0,0,0,"2.9","1.8","0"
"329","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",16,45.35591667,-80.19021667,0,0,0,0,"2.6","3","100"
"330","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",24,45.35848333,-80.19123333,0,0,0,0,"2.6","5.5","100"
"331","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",32,45.35811667,-80.18763333,0,0,0,0,"1.8","1.2","100"
"332","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",40,45.3596,-80.18586667,0,0,0,0,"2.8","2.2000000000000002","100"
"333","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",48,45.35606667,-80.19616667,0,0,0,0,"2.7","5.7","100"
"334","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",56,45.35698333,-80.19278333,0,0,0,0,"3","5.5","95.831999999999994"
"335","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",64,45.35851667,-80.1913,0,0,0,0,"2.2999999999999998","6.5","91.664000000000001"
"336","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",72,45.35813333,-80.18765,0,0,0,0,"2.2999999999999998","1.3","83.328000000000003"
"337","ON","Muskoka","Killbear Provincial Park","MU3",2022,"44757",80,45.35976667,-80.18568333,0,0,0,0,"2.5","6","91.664000000000001"
"338","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",8,44.8959,-79.7569,0,0,0,0,"2.6","1.2","62.488"
"339","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",16,44.89721667,-79.7587,0,0,0,0,"2","1.2","66.656000000000006"
"340","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",24,44.66475,-79.7594,0,0,0,0,"2.5","1","54.152000000000001"
"341","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",32,44.89966667,-79.75945,0,0,0,0,"2.2999999999999998","2","100"
"342","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",40,44.9017,-79.75866667,0,0,0,0,"1.8","1.3","83.328000000000003"
"343","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",48,44.89583333,-79.75696667,0,0,0,0,"2.7","2.1","0"
"344","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",56,44.89728333,-79.75876667,0,0,0,0,"3.7","3","70.823999999999998"
"345","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",64,44.89803333,-79.75933333,0,0,0,0,"2.7","1.7","66.656000000000006"
"346","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",72,44.89973333,-79.75955,0,0,0,0,"3.3","1.7","49.983999999999995"
"347","ON","Muskoka","Six Mile Lake Provincial Park","MU4",2022,"44756",80,44.9016,-79.7589,0,0,0,0,"2.2999999999999998","1.7","87.495999999999995"
"348","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",8,45.31131667,-79.97826667,0,0,0,0,"1.7","1","0"
"349","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",16,45.3101,-79.97566667,0,0,0,0,"2.7","2","95.831999999999994"
"350","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",24,45.30895,-79.97251667,0,0,0,0,"0","3.5","0"
"351","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",32,45.3083,-79.96951667,0,0,0,0,"2","1.3","58.32"
"352","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",40,45.30855,-79.9827,0,0,0,0,"1.7","1.3","0"
"353","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",48,45.31138333,-79.97835,0,0,0,0,"0.9","1.7","0"
"354","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",56,45.3101,-79.97573333,0,0,0,0,"2.6","1.2","45.815999999999995"
"355","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",64,45.30895,-79.97261667,0,0,0,0,"0","1.5","0"
"356","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",72,45.30833333,-79.96958333,0,0,0,0,"1.8","1.2","74.99199999999999"
"357","ON","Muskoka","Oastler Lake / Rose Point Trail","MU5",2022,"44756",80,45.3085,-79.98288333,0,0,0,0,"1.8","1","70.823999999999998"
"358","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",8,46.58588333,-84.28316667,0,0,0,0,"2.1","1.7","79.16"
"359","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",16,46.58588333,-84.26968333,0,0,0,0,"4.0999999999999996","2.2000000000000002","91.664000000000001"
"360","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",24,46.58686667,-84.2707,0,0,0,0,"3.1","1.8","70.823999999999998"
"361","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",32,46.5888,-84.27036667,0,0,0,0,"1.3","2","41.647999999999996"
"362","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",40,46.58938333,-84.268,0,0,0,0,"2.6","2","83.328000000000003"
"363","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",48,46.58641667,-84.26666667,0,0,0,0,"1.8","1.2","87.495999999999995"
"364","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",56,46.58586667,-84.26978333,0,0,0,0,"2.2999999999999998","1.5","91.664000000000001"
"365","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",64,46.58678333,-84.27045,0,0,0,0,"3.3","2.2000000000000002","87.495999999999995"
"366","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",72,46.58876667,-84.2701,0,0,0,0,"3.3","1.7","79.16"
"367","ON","Sault Ste. Marie","Hiawatha Highlands","SM1",2022,"44764",80,46.58935,-84.26808333,0,0,0,0,"2","2.7","74.99199999999999"
"368","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",8,46.54188333,-84.34685,0,0,0,0,"1.3","3","100"
"369","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",16,46.54323333,-84.34633333,0,0,0,0,"1.8","4.8","100"
"370","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",24,46.54413333,-84.34555,0,0,0,0,"1.7","3.3","87.495999999999995"
"371","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",32,46.54518333,-84.34475,0,0,0,0,"3.2","7.3","100"
"372","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",40,46.5461,-84.34378333,0,0,0,0,"3","5.5","83.328000000000003"
"373","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",48,46.54191667,-84.34683333,0,0,0,0,"3.3","5.7","100"
"374","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",56,46.54326667,-84.34643333,0,0,0,0,"2.7","8.3000000000000007","83.328000000000003"
"375","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",64,46.54426667,-84.34555,0,0,0,0,"2.2999999999999998","6.2","87.495999999999995"
"376","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",72,46.54528333,-84.34478333,0,0,0,0,"2.7","6.5","79.16"
"377","ON","Sault Ste. Marie","Fort Creek Conservation Area","SM2",2022,"44764",80,46.5462,-84.34358333,0,0,0,0,"2.7","6.5","91.664000000000001"
"378","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,72,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","ON","Sault Ste. Marie","Marks Bay","SM3",2022,NA,80,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",8,46.50855,-84.52988333,0,0,0,0,"2.9","1","87.495999999999995"
"389","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",16,46.50648333,-84.52941667,0,0,0,0,"2.8","1.3","62.488"
"390","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",24,46.50431667,-84.52983333,0,0,0,0,"3.1","1.7","70.823999999999998"
"391","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",32,46.66875,-84.52948333,0,0,0,0,"1.9","1.5","100"
"392","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",40,46.49988333,-84.52981667,0,0,0,0,"2.4","2.2999999999999998","100"
"393","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",48,46.50855,-84.52985,0,0,0,0,"2.7","2.2000000000000002","87.495999999999995"
"394","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",56,46.50645,-84.52938333,0,0,0,0,"2.2999999999999998","1.7","87.495999999999995"
"395","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",64,46.50425,-84.5298,0,0,0,0,"2","1.7","62.488"
"396","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",72,46.50208333,-84.52948333,0,0,0,0,"3.2","1.7","74.99199999999999"
"397","ON","Sault Ste. Marie","Shore Ridges","SM4",2022,"44763",80,46.49988333,-84.52986667,0,0,0,0,"2.7","2.5","83.328000000000003"
